id,title,company_display_name,location_display,location_area,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category_label,created,description,redirect_url,search_query,search_location
5804941782,Data Engineer,Lynx Recruitment Ltd,"London, UK","UK, London",52303.7,52303.7,1,permanent,full_time,IT Jobs,2026-07-17T15:27:15Z,"Data Engineer (Permanent) Salary: Up to £65,000 Location: London Victoria (1 day per week onsite, rest remote) The Role We are seeking a skilled Data Engineer to join a growing team delivering modern, scalable data solutions. This is a permanent opportunity offering a hybrid model, with one-two days per week in London Victoria and the remainder working remotely. You will play a key role in designing, building, and optimising data pipelines and platforms, supporting advanced analytics and busine…",https://www.adzuna.co.uk/jobs/land/ad/5804941782?se=WlK4kA6G8RGbGoMv58FbYQ&utm_medium=api&utm_source=c0698c3f&v=D658FD24B1BB46E7EE82D3AFCD75DD1F10486404,data engineer,London
5789850287,Data Engineer,Tenth Revolution Group,"London, UK","UK, London",70000,80000,0,permanent,full_time,IT Jobs,2026-07-06T11:33:31Z,"Data Engineer About the Opportunity We're partnering with a fast-growing, high-performing technology and data consultancy that specialises in delivering modern data platforms and advanced analytics solutions. The business works on complex, real-world challenges, helping clients unlock value from their data through innovative and scalable solutions. With a strong focus on collaboration, technical excellence, and ownership, they offer an environment where talented engineers can make a genuine imp…",https://www.adzuna.co.uk/jobs/land/ad/5789850287?se=WlK4kA6G8RGbGoMv58FbYQ&utm_medium=api&utm_source=c0698c3f&v=EEAD00075D42D764D9A23A473C5A7BFAAACC6B8E,data engineer,London
5788197626,Data Engineer,EF Recruitment,"Farringdon, Central London","UK, London, Central London, Farringdon",78000,91000,0,contract,,IT Jobs,2026-07-04T18:09:53Z,"Our client, a leading global SaaS organisation is looking for a Data Engineer to join their International Engineering team. This is a great opportunity to contribute greatly to an extremely engineering-focused organization and further your experience across technologies such as Cloud Composer, Airflow, Dataflow, Spark, Terraform, Google Cloud Platform, etc; You will own engineering efforts to provide partner teams within the organisation with data sources that build the AI/ML user experience. T…",https://www.adzuna.co.uk/jobs/land/ad/5788197626?se=WlK4kA6G8RGbGoMv58FbYQ&utm_medium=api&utm_source=c0698c3f&v=4C50433F58B5AC316FA19442AAD092A4D9E6587C,data engineer,London
5805099695,Data Engineer,Synergy Resourcing Solutions Limited,"Bloomsbury, Central London","UK, London, Central London, Bloomsbury",80000,90000,0,,full_time,IT Jobs,2026-07-17T19:23:49Z,"We're recruiting a Data Engineer to join an organisation that's modernising its enterprise data platform and preparing for the next generation of analytics and AI driven solutions. Working Pattern: 3 days per week in the office You will be responsible for shaping how data is structured, governed and consumed across the business, with a strong focus on modern engineering practices rather than simply maintaining existing pipelines. Working within a growing data team, you'll design scalable data m…",https://www.adzuna.co.uk/jobs/land/ad/5805099695?se=WlK4kA6G8RGbGoMv58FbYQ&utm_medium=api&utm_source=c0698c3f&v=D18859F522762B54C6EB7172AC370F77DDCA6FFB,data engineer,London
5784112176,Data Engineer,PWS Technical Services  Ltd,"Farringdon, Central London","UK, London, Central London, Farringdon",35000,40000,0,permanent,full_time,IT Jobs,2026-07-01T20:18:38Z,"Data Engineer (Instrumentation & Monitoring) Due to continued growth and a strategy to grow significantly over the next three to five years, our client is searching for a motivated Data Engineer to support activities across major construction and infrastructure projects. Under the supervision of the Operations Manager, you will be responsible for the configuration of IoT sensors and the reviewing of data across all projects. This includes providing technical support and managing client data for…",https://www.adzuna.co.uk/jobs/land/ad/5784112176?se=WlK4kA6G8RGbGoMv58FbYQ&utm_medium=api&utm_source=c0698c3f&v=C257E7CC87DB8947CE128353ED3D2F3C635446AE,data engineer,London
5782250811,Data Engineer,Claranet,"Bloomsbury, Central London","UK, London, Central London, Bloomsbury",71297.18,71297.18,1,,full_time,IT Jobs,2026-06-30T16:11:23Z,"ESSENTIAL ROLES & RESPONSIBILITIES * Identify and understand customer data-centric use cases within regulated financial services environments * Design and implement data ingestion, processing, and transformation pipelines on Azure * Build and maintain data pipelines for cleaning, normalisation, enrichment, and preparation * Apply appropriate data modelling techniques and architecture patterns, with a strong focus on medallion architecture * Orchestrate, monitor, and optimise Azure Databricks jo…",https://www.adzuna.co.uk/jobs/land/ad/5782250811?se=WlK4kA6G8RGbGoMv58FbYQ&utm_medium=api&utm_source=c0698c3f&v=11B42AB176169FE3EA92555E47BE7C2665F5DF01,data engineer,London
5760152557,Data Engineer,Anson Mccade,"South West London, London","UK, London, South West London",50000,50000,0,,,IT Jobs,2026-06-11T19:59:15Z,"Data Engineer London-Hybrid £45,000-£53,000 We are seeking a Data Engineer to join a growing team and help make a difference with a world-leading company specializing in advanced technology systems. As a Data Engineer you will have the opportunity to be a part of a growing and supportive team that not only delivers for its clients but also gives back to the community, you will collaborate closely with clients to make a real-world difference. As a Data Engineer you will get the opportunity to: W…",https://www.adzuna.co.uk/jobs/details/5760152557?utm_medium=api&utm_source=c0698c3f,data engineer,London
5802868362,Data Engineer,Global Media Group,"Holborn, Central London","UK, London, Central London, Holborn",56792.46,56792.46,1,,full_time,IT Jobs,2026-07-16T13:48:33Z,"Accepting applications until: 14 August 2026 Job Description Your Role: Data Engineer (DAX) Global is looking for a Data Engineer to join the Data Engineering team supporting our Digital Ad Exchange (DAX). You’ll design, build and maintain the data products, pipelines and platform capabilities that power DAX’s data-driven initiatives. Working closely with other Data Engineers and the wider Data Group, you’ll deliver reliable, well-tested and scalable data solutions, helping to shape and evolve …",https://www.adzuna.co.uk/jobs/details/5802868362?utm_medium=api&utm_source=c0698c3f,data engineer,London
5730287062,Data Engineer,CACI,"Kensington, West London","UK, London, West London, Kensington",55456.12,55456.12,1,,,IT Jobs,2026-05-15T13:02:45Z,"About CACI Data Engineering CACI has implemented a Data Platform that supports and enables a Data Mesh organisation. It uses AWS technology to provide a unified experience across AWS services to deliver an open federated Lakehouse, and a unified User Experience. The Data Platform focusses on enabling decentralised management, processing, analysis and delivery of data, while enforcing corporate wide federated governance on data, and project environments across business domains. The goal is to em…",https://www.adzuna.co.uk/jobs/details/5730287062?utm_medium=api&utm_source=c0698c3f,data engineer,London
5775745638,Data Engineer,Ashdown Group,"The City, Central London","UK, London, Central London, The City",80000,80000,0,,,IT Jobs,2026-06-25T05:41:46Z,"An impressive multinational firm is looking for an accomplished Data Engineer to join its team. Please note the role is hybrid you will work from the office 3 days per week with 2 from home. In this role, you will be responsible for designing, developing, and maintaining scalable data solutions that provide clean, structured, and accessible data to internal teams, stakeholders, and external partners. Working closely with developers, analysts, and business teams, you will help deliver cloud-base…",https://www.adzuna.co.uk/jobs/details/5775745638?utm_medium=api&utm_source=c0698c3f,data engineer,London
5775746296,Data Engineer,Ashdown Group,"South West London, London","UK, London, South West London",80000,80000,0,,,IT Jobs,2026-06-25T05:42:32Z,"An impressive multinational firm is looking for an accomplished Data Engineer to join its team. Please note the role is hybrid you will work from the office 3 days per week with 2 from home. In this role, you will be responsible for designing, developing, and maintaining scalable data solutions that provide clean, structured, and accessible data to internal teams, stakeholders, and external partners. Working closely with developers, analysts, and business teams, you will help deliver cloud-base…",https://www.adzuna.co.uk/jobs/details/5775746296?utm_medium=api&utm_source=c0698c3f,data engineer,London
5805473454,Data Engineer,Ashdown Group,"Richmond, West London","UK, London, West London, Richmond",80000,80000,0,,,IT Jobs,2026-07-18T00:47:25Z,"An impressive multinational firm is looking for an accomplished Data Engineer to join its team. Please note the role is hybrid you will work from the office 3 days per week with 2 from home. In this role, you will be responsible for designing, developing, and maintaining scalable data solutions that provide clean, structured, and accessible data to internal teams, stakeholders, and external partners. Working closely with developers, analysts, and business teams, you will help deliver cloud-base…",https://www.adzuna.co.uk/jobs/details/5805473454?utm_medium=api&utm_source=c0698c3f,data engineer,London
5789989587,Principal Data Analyst,loveholidays,"London, UK","UK, London",60794.93,60794.93,1,,,IT Jobs,2026-07-06T16:39:43Z,"hackajob is collaborating with loveholidays to connect them with exceptional professionals for this role. Why Technology at loveholidays? At loveholidays - we trailblaze together . We’re on a mission to open the world to everyone, giving our customers’ unlimited choice, unmatched ease and unmissable value for their next getaway. Our team is the driving force behind our role as our customers’ personal holiday expert - the smart way to get away. Technology at loveholidays underpins our vision to …",https://www.adzuna.co.uk/jobs/land/ad/5789989587?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=8A22345AE412373F7752D7FE5E9BF770DE046171,data analyst,London
5800186360,Senior Data Analyst - Growth,Wise,"London, UK","UK, London",75090.34,75090.34,1,contract,,IT Jobs,2026-07-14T20:06:45Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5800186360?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=31611A90D2FD149F4E06A8ED8CB23D42B363D0BE,data analyst,London
5806940188,Senior Data Analyst - CRM Analytics,Wise,"London, UK","UK, London",72294.08,72294.08,1,contract,,IT Jobs,2026-07-19T08:24:57Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5806940188?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=0764CF341CB225703BB4A4AC2F5B0FFC990C1DA9,data analyst,London
5789989546,Senior Data Analyst - Product Reliability,Wise,"London, UK","UK, London",76017.88,76017.88,1,,,IT Jobs,2026-07-06T16:39:43Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5789989546?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=AB5268F5A991EB6ACE6233865717A9F33A1E6903,data analyst,London
5773340349,Work from Home Data Analyst,OneForma,"Wapping, East London","UK, London, East London, Wapping",22880,22880,0,,part_time,IT Jobs,2026-06-23T09:38:22Z,"Highlight: This is a remote role for English speakers located only in United Kingdom . Description: During this Data Analyst project, participants will evaluate the quality of queries made by internet users while navigating through different MAP applications. The entries to evaluate will be of varied nature, from user intent to authentication of data accuracy. Purpose: You will review search queries in map applications ( such as “fish and chips near me” or “ train station” ) and evaluate whethe…",https://www.adzuna.co.uk/jobs/land/ad/5773340349?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=8C9F1CAEC850F201396105DA709063DA7A95A542,data analyst,London
5789987969,Lead Data Analyst - Total Service (Operations),Wise,"London, UK","UK, London",79015.18,79015.18,1,,,IT Jobs,2026-07-06T16:39:25Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5789987969?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=F25797533033A57D09EDAFB23CFA3D10D525ED5D,data analyst,London
5800186331,Lead Data Analyst - Wise Platform Pricing,Wise,"London, UK","UK, London",67847.33,67847.33,1,contract,,Accounting & Finance Jobs,2026-07-14T20:06:44Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5800186331?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=947E62B7D3931D4EB0B6B153AC0A7056CB6C8BA3,data analyst,London
5806940189,Senior Marketing Data Analyst - Marketing Science,Wise,"London, UK","UK, London",77444.92,77444.92,1,contract,,"PR, Advertising & Marketing Jobs",2026-07-19T08:24:57Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5806940189?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=A9EECEC2954F853232DC6AB8CE939379FE25D3AF,data analyst,London
5808082048,Data Analyst,Millennium Hotel and Resorts UK,"Kensington, West London","UK, London, West London, Kensington",28595.85,28595.85,1,,full_time,Admin Jobs,2026-07-20T12:04:25Z,"Data Analyst Millennium Hotels and Resorts UK are looking for Data Analyst to join their Central Sales Office in London. Our Data Analyst will be an enthusiastic, genuine, and friendly person who really enjoys working in hotels. This role would suit someone who loves inputting data, generating reports and ensuring a smooth transition of client accounts and rollout projects. Strong written and verbal English skills are a must, along with advanced proficiency in MS Word, PowerPoint, Excel, and ot…",https://www.adzuna.co.uk/jobs/details/5808082048?utm_medium=api&utm_source=c0698c3f,data analyst,London
5805598601,Data Analyst,Robert Half,"London, UK","UK, London",54579.65,54579.65,1,contract,full_time,IT Jobs,2026-07-18T02:31:59Z,"Robert Half Technology are assisting a rapidly growing SaaS organisation to recruit a Data Analyst on a contract basis. Hybrid working - London based Role The Data Analyst will have analytical Expertise: Strong experience in data analysis, financial modelling, and commercial reporting. Technical Proficiency: Advanced Excel and SQL skills; experience with BI tools (Tableau, Power BI, Looker) preferred. Stakeholder Management: Ability to collaborate with teams across finance, sales, marketing, an…",https://www.adzuna.co.uk/jobs/details/5805598601?utm_medium=api&utm_source=c0698c3f,data analyst,London
5808323379,Data Analyst,Deloitte - Recruitment,"Farringdon, Central London","UK, London, Central London, Farringdon",65643.91,65643.91,1,contract,,IT Jobs,2026-07-20T19:13:04Z,"Role: Data Analyst Location: London – Hybrid Start Date: ASAP End Date: End of the year (likely extensions) Daily Rate: Inside IR35 Payroll provider – Rockford Payroll Info for Contingent Workers – Rockford Pay This is an exciting opportunity to join Deloitte Operations for an engagement with one of our clients. Role Overview Responsible for the end-to-end management and manipulation of large datasets, transforming raw data into actionable insights. The role requires a combination of technical …",https://www.adzuna.co.uk/jobs/details/5808323379?utm_medium=api&utm_source=c0698c3f,data analyst,London
5808338135,Data Analyst,Robert Half,"The City, Central London","UK, London, Central London, The City",59359.61,59359.61,1,contract,full_time,IT Jobs,2026-07-20T20:34:35Z,"Robert Half is working with a market-leading SaaS organisation based in London, looking for an experienced Data Analyst to join their team on an initial 3-month contract. Key Responsibilities: Work on projects across Excel, Power BI and AWS to build tools and run reports that answer business needs Analyse data to inform and impact commercial decisions across the business Work closely with the C-suite on reporting and commercial analysis, including pipeline reporting and closed-lost analysis Sup…",https://www.adzuna.co.uk/jobs/details/5808338135?utm_medium=api&utm_source=c0698c3f,data analyst,London
5741144130,Data Analyst,Beyond,"London, UK","UK, London",42224.86,42224.86,1,,,IT Jobs,2026-05-26T11:53:52Z,"Work where work matters. We are a global technology group built for what's next, offering high calibre professionals the platform for high stakes work, the kind of work that defines an entire career. When you join us, you're not just taking on projects, you're solving problems that don't even have answers yet. You will join an exclusive roster of talent that global leaders, including Google, Snap, Diageo, PayPal, and Jaguar Land Rover call when deadlines seem impossible, when others have alread…",https://www.adzuna.co.uk/jobs/details/5741144130?utm_medium=api&utm_source=c0698c3f,data analyst,London
5679132312,Data Analyst,G-Research,"London, UK","UK, London",56635.39,56635.39,1,,full_time,IT Jobs,2026-03-26T10:09:27Z,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",https://www.adzuna.co.uk/jobs/land/ad/5679132312?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=A61997E4C1D605B07C27031CF354B5E0515F262E,data analyst,London
5804869493,Data Analyst,Cisco International Limited,"London, UK","UK, London",50814.62,50814.62,1,,full_time,IT Jobs,2026-07-17T13:49:49Z,"Meet the Team Cisco ThousandEyes is a Digital Assurance platform that empowers organizations to deliver flawless digital experiences across every network – even the ones they don’t own. Powered by AI and an unmatched set of cloud, internet and enterprise network telemetry data, ThousandEyes enables IT teams to proactively detect, diagnose, and remediate issues – before they impact end- user experiences. ThousandEyes is deeply integrated across the entire Cisco technology portfolio and beyond, h…",https://www.adzuna.co.uk/jobs/land/ad/5804869493?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=3A3D64EFE5B711071FF960623D7AEE4661350CD0,data analyst,London
5792948907,Data Analyst,Hexwired Recruitment Limited,"Farringdon, Central London","UK, London, Central London, Farringdon",50000,60000,0,,full_time,IT Jobs,2026-07-08T18:53:15Z,"Hexwired has partnered with a company who are a leading company in the Software sector. They are looking for a Data Analyst who will be transforming and visualising large, complex data sets into actionable insights and compelling visual stories. This will include Experience required: * Minimum of 5 years’ experience as a Data Analyst or Report Developer, with a strong track record in data visualisation and report creation, ideally within a media environment. * Advanced SQL expertise across Azur…",https://www.adzuna.co.uk/jobs/land/ad/5792948907?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=59011B8C611CE34005693ACCA43F3F1A54BF6095,data analyst,London
5781464149,Data Analyst,Gleeson Recruitment Group,"London, UK","UK, London",43000,50000,0,permanent,full_time,IT Jobs,2026-06-29T22:58:59Z,Data Analyst - London - Up to £50K Hybrid working - 3 days a week onsite SQL | Power BI | Snowflake Are you a Data Analyst with strong SQL and Power BI skills looking to make a real impact? We're partnering with an organisation that's investing heavily in its data capabilities and is looking for a talented Data Analyst to play a key role in transforming data into meaningful business insight. This isn't just another reporting role. We're looking for someone with excellent data fundamentals -some…,https://www.adzuna.co.uk/jobs/land/ad/5781464149?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=26C40834B2DA87B0F39B6BEB67DB6E394BB0039D,data analyst,London
5781440594,Data Analyst,Gleeson Recruitment Group,"Farringdon, Central London","UK, London, Central London, Farringdon",43000,50000,0,,full_time,IT Jobs,2026-06-29T22:21:57Z,Data Analyst - London - Up to £50K Hybrid working - 3 days a week onsite SQL | Power BI | Snowflake Are you a Data Analyst with strong SQL and Power BI skills looking to make a real impact? We're partnering with an organisation that's investing heavily in its data capabilities and is looking for a talented Data Analyst to play a key role in transforming data into meaningful business insight. This isn't just another reporting role. We're looking for someone with excellent data fundamentals-someo…,https://www.adzuna.co.uk/jobs/land/ad/5781440594?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=380D0F6F26CDAC054C32386557316111137D371D,data analyst,London
5793451361,Data Analyst,R3vamp Limited,"London, UK","UK, London",42000,45000,0,permanent,full_time,IT Jobs,2026-07-09T01:42:26Z,"Data Analyst £45,000 per annum London (Hybrid) Permanent Your New Role As a Data Analyst, you'll analyse and interpret complex datasets to produce meaningful insights, dashboards and reports that support strategic decision-making. You'll take ownership of key regulatory and compliance reporting, deliver survey analysis, maintain data integrity, and identify opportunities to improve reporting processes and systems. Working closely with colleagues across multiple departments, you'll present data …",https://www.adzuna.co.uk/jobs/land/ad/5793451361?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=2F2510FBC974BBD9F4D3C41824B6CEA0F788C858,data analyst,London
5805056464,Data Analyst,Robert Half,"London, UK","UK, London",55585.16,55585.16,1,contract,,IT Jobs,2026-07-17T17:58:12Z,"Robert Half Technology are assisting a rapidly growing SaaS organisation to recruit a Data Analyst on a contract basis. Hybrid working - London based Role The Data Analyst will have analytical Expertise: Strong experience in data analysis, financial modelling, and commercial reporting. Technical Proficiency: Advanced Excel and SQL skills; experience with BI tools (Tableau, Power BI, Looker) preferred. Stakeholder Management: Ability to collaborate with teams across finance, sales, marketing, an…",https://www.adzuna.co.uk/jobs/land/ad/5805056464?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=5512A03216E628B66F54B57ADB94A702D970C1FC,data analyst,London
5786989733,Data Analyst,Julie Rose Recruitment,"Chislehurst, South East London","UK, London, South East London, Chislehurst",26000,26000,0,permanent,full_time,Accounting & Finance Jobs,2026-07-03T16:50:35Z,"JRRL are seeking a Data Analyst for a financial services company. Offering full training, this is an office-based role with good career progression, great benefits, profit sharing and free parking. You will be consulting with 10-20 corporate companies with a diverse range of complexity and manage the development, production and delivery of data sets providing specific services to financial organisations. Main Duties for the Data Analyst: Ensure high levels of personal professionalism and respon…",https://www.adzuna.co.uk/jobs/land/ad/5786989733?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=0B1561BB4370972E7F9185274D6C860C20228F1E,data analyst,London
5799922249,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK","UK, London",40000,45000,0,permanent,full_time,IT Jobs,2026-07-14T13:29:41Z,"Data Analyst - Up to 45k This is an opportunity to work with a genuinely unique behavioural dataset, combining digital activity, consumer journeys and emerging AI interactions. You will help answer complex commercial questions for leading brands while shaping how data is used to understand real-world behaviour. The Company They are a specialist data and analytics business focused on understanding how advertising and digital experiences influence consumer behaviour. Their work blends advanced an…",https://www.adzuna.co.uk/jobs/details/5799922249?utm_medium=api&utm_source=c0698c3f,data analyst,London
5776583996,Data Analyst,Office Angels,"Farringdon, Central London","UK, London, Central London, Farringdon",40000,45000,0,permanent,full_time,IT Jobs,2026-06-25T20:05:55Z,"Data Analyst London (Hybrid) - Near Cambridge Heath / Bethnal Green £40,000 - £45,000 This fast-growing, award-winning consumer health startup is on a mission to improve the lives of people through innovative solutions. What began as a simple idea has rapidly scaled into an international success, with products now used across the UK, US and Canada. With a strong focus on purpose-driven innovation, the business combines science, empathy, and creativity to deliver meaningful impact. Data sits a…",https://www.adzuna.co.uk/jobs/land/ad/5776583996?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=FF7F929CF43956559D41F2919E24F0F2B5DF4EDB,data analyst,London
5782356236,Data Analyst,Hypercreate Ltd,"Monument, Central London","UK, London, Central London, Monument",26000,30000,0,,full_time,IT Jobs,2026-06-30T20:11:42Z,"Our client is looking for a detail-oriented Data Analyst to support its growing analytics function. The successful candidate will help turn business data into clear insights that support operational, commercial and customer-focused decisions. The Role You will work with colleagues across the business to collect, clean, analyse and present data. This role is ideal for someone who enjoys problem-solving, working with numbers and creating clear reports for non-technical stakeholders. Key Responsib…",https://www.adzuna.co.uk/jobs/land/ad/5782356236?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=5032A39C357674D908C8D358659B69EF7ABAF8BD,data analyst,London
5799943439,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK","UK, London",40000,50000,0,permanent,full_time,IT Jobs,2026-07-14T13:38:01Z,"Data Analyst London, Hybrid Salary up to £45,000 This is an opportunity to work with a genuinely unique behavioural dataset that brings together digital activity, media exposure, shopping behaviour and emerging AI interactions. You will play a key role in uncovering insights that help organisations understand how consumers behave and how advertising influences real-world decisions. The Company They are a specialist data and analytics business focused on understanding consumer behaviour in depth…",https://www.adzuna.co.uk/jobs/details/5799943439?utm_medium=api&utm_source=c0698c3f,data analyst,London
5781090918,Data Analyst,J. Murphy & Sons Ltd,"London, UK","UK, London",54881.12,54881.12,1,,full_time,Engineering Jobs,2026-06-29T12:05:03Z,"Murphy is a leading international, specialist engineering and construction company founded in 1951 with a purpose to improve life by delivering world-class infrastructure. Operating in the United Kingdom, Ireland, Canada and America, Murphy provides better engineered solutions to infrastructure sectors including transportation; natural resources; energy and water. Headquartered in London, Murphy has a number of related businesses – Ground Engineering; Utility Connections; Murphy Plant; Murphy P…",https://www.adzuna.co.uk/jobs/land/ad/5781090918?se=Dq39kQ6G8RGOjq-EnQ330Q&utm_medium=api&utm_source=c0698c3f&v=BF8A9C35830E7FC0AC5D4B056DD18DC2F4FCE4AD,data analyst,London
5808329167,Data Analyst,Millennium Hotels and Resorts,"London, UK","UK, London",33920.57,33920.57,1,,,Admin Jobs,2026-07-20T19:57:12Z,"Data Analyst Millennium Hotels and Resorts UK are looking for Data Analyst to join their Central Sales Office in London. Our Data Analyst will be an enthusiastic, genuine, and friendly person who really enjoys working in hotels. This role would suit someone who loves inputting data, generating reports and ensuring a smooth transition of client accounts and rollout projects. Strong written and verbal",https://www.adzuna.co.uk/jobs/details/5808329167?utm_medium=api&utm_source=c0698c3f,data analyst,London
5778665082,Data Analyst,Sanderson Government and Defence,"South Croydon, South East London","UK, London, South East London, South Croydon",146900,147160,0,contract,,IT Jobs,2026-06-27T05:46:15Z,"Data Analyst - SC Cleared Location: Hybrid - Croydon (2 days per week onsite) Rate: £565 per day (Inside IR35) Essential Requirements: Active/live SC Clearance (mandatory). Ability to work 2 days per week onsite in Croydon . We are seeking an experienced Data Analyst with active/live SC Clearance to join a high-profile public sector programme. The successful candidate will work with cross-functional teams to analyse data, deliver insights, and support the development of data-driven solutions wi…",https://www.adzuna.co.uk/jobs/details/5778665082?utm_medium=api&utm_source=c0698c3f,data analyst,London
5748142894,Data Analyst,CDP Global,"Fenchurch St, Central London","UK, London, Central London, Fenchurch St",35884.82,35884.82,1,permanent,,IT Jobs,2026-06-01T21:37:06Z,"Title - Data Analyst Location - London Salary - £32,157 - £40,197 About CDP: CDP is a global non-profit that runs the world’s only independent environmental disclosure system. As the founder of environmental reporting, we believe in transparency and the power of data to drive change. Partnering with leaders in enterprise, capital, policy and science, we surface the information needed to enable Earth-positive decisions. We helped more than 24,800 companies and almost 1,000 cities, states and reg…",https://www.adzuna.co.uk/jobs/details/5748142894?utm_medium=api&utm_source=c0698c3f,data analyst,London
5785368249,Data Analyst,Global Media Group,"London, UK","UK, London",51165.57,51165.57,1,,full_time,IT Jobs,2026-07-02T12:38:58Z,"Accepting applications until: 24 July 2026 Job Description Your new role: Data Analyst We’re looking for a mid-level Data Analyst with 3–5 years of commercial experience in a data analytics role , ideally within a fast-paced, data-driven business. As a Data Analyst at Global, you’ll combine your curiosity for insight and your enthusiasm for delivering effective analytical solutions to help evolve Global’s market-leading business. Key Responsibilities Building analytical solutions to meet comple…",https://www.adzuna.co.uk/jobs/details/5785368249?utm_medium=api&utm_source=c0698c3f,data analyst,London
5803783833,Data Analyst,Nomia,"Waterloo, South East London","UK, London, South East London, Waterloo",34741.57,34741.57,1,,,IT Jobs,2026-07-16T22:46:08Z,"About the Role The Data Analyst role is critical to promoting data as a key differentiator for Nomia. You will help drive innovation by assisting Nomia in becoming a truly data-driven organisation — putting data at the heart of all business decisions and providing actionable insights across the business. Roles & Responsibilities Be the platform owner for Nomia's data analytics platform, ThoughtSpot Build dashboards and reporting across various functions, including executive dashboards, financia…",https://www.adzuna.co.uk/jobs/details/5803783833?utm_medium=api&utm_source=c0698c3f,data analyst,London
